PMID,Title,Journal,Publication Year,Authors,Abstract,Keywords
39775625,"Advancing treatments for transthyretin amyloid cardiomyopathy: Innovations in RNA silencing, gene editing, TTR stabilization, and degradation.",Kardiologia polska,2025,"Daria M Keller, Ewa Straburzyńska-Migaj, Maciej Lesiak",N/A,N/A
39775585,Evidence for gene essentiality in Leishmania using CRISPR.,PloS one,2024,"Wen-Wei Zhang, Greg Matlashewski","The ability to determine the essentiality of a gene in the protozoan parasite Leishmania is important to identify potential targets for intervention and understanding the parasite biology. CRISPR gene editing technology has significantly improved gene targeting efficiency in Leishmania. There are two commonly used CRISPR gene targeting methods in Leishmania; the stable expression of the gRNA and Cas9 using a plasmid containing a Leishmania ribosomal RNA gene promoter (rRNA-P stable protocol) and the T7 RNA polymerase based transient gRNA expression system in promastigotes stably expressing Cas9 (T7 transient protocol). There are distinct advantages with both systems. The T7 transient protocol is excellent for high throughput gene deletions and has been used to successfully delete hundreds of Leishmania genes to study mutant phenotypes and several research labs are now using this protocol to target all the genes in L. mexicana genome. The rRNA-P stable protocol stably expresses the plasmid derived gRNA and has been used to delete or disrupt single and multicopy Leishmania genes, perform single nucleotide changes and provide evidence for gene essentiality by directly observing null mutant promastigotes dying in culture. In this study, the rRNA-P stable protocol was used to target 22 Leishmania genes in which null mutants were not generated using the T7 transient protocol. Notably, the rRNA-P stable protocol was able to generate alive null mutants for 8 of the 22 genes. These results demonstrate the rRNA-P stable protocol could be used alone or in combination with the T7 transient protocol to investigate gene essentiality in Leishmania.",N/A
39774325,Deep CRISPR mutagenesis characterizes the functional diversity of TP53 mutations.,Nature genetics,2025,"Julianne S Funk, Maria Klimovich, Daniel Drangenstein, Ole Pielhoop, Pascal Hunold, Anna Borowek, Maxim Noeparast, Evangelos Pavlakis, Michelle Neumann, Dimitrios-Ilias Balourdas, Katharina Kochhan, Nastasja Merle, Imke Bullwinkel, Michael Wanzel, Sabrina Elmshäuser, Julia Teply-Szymanski, Andrea Nist, Tara Procida, Marek Bartkuhn, Katharina Humpert, Marco Mernberger, Rajkumar Savai, Thierry Soussi, Andreas C Joerger, Thorsten Stiewe","The mutational landscape of TP53, a tumor suppressor mutated in about half of all cancers, includes over 2,000 known missense mutations. To fully leverage TP53 mutation status for personalized medicine, a thorough understanding of the functional diversity of these mutations is essential. We conducted a deep mutational scan using saturation genome editing with CRISPR-mediated homology-directed repair to engineer 9,225 TP53 variants in cancer cells. This high-resolution approach, covering 94.5% of all cancer-associated TP53 missense mutations, precisely mapped the impact of individual mutations on tumor cell fitness, surpassing previous deep mutational scan studies in distinguishing benign from pathogenic variants. Our results revealed even subtle loss-of-function phenotypes and identified promising mutants for pharmacological reactivation. Moreover, we uncovered the roles of splicing alterations and nonsense-mediated messenger RNA decay in mutation-driven TP53 dysfunction. These findings underscore the power of saturation genome editing in advancing clinical TP53 variant interpretation for genetic counseling and personalized cancer therapy.",N/A
39774105,DNA targeting by compact Cas9d and its resurrected ancestor.,Nature communications,2025,"Rodrigo Fregoso Ocampo, Jack P K Bravo, Tyler L Dangerfield, Isabel Nocedal, Samatar A Jirde, Lisa M Alexander, Nicole C Thomas, Anjali Das, Sarah Nielson, Kenneth A Johnson, Christopher T Brown, Cristina N Butterfield, Daniela S A Goltsman, David W Taylor","Type II CRISPR endonucleases are widely used programmable genome editing tools. Recently, CRISPR-Cas systems with highly compact nucleases have been discovered, including Cas9d (a type II-D nuclease). Here, we report the cryo-EM structures of a Cas9d nuclease (747 amino acids in length) in multiple functional states, revealing a stepwise process of DNA targeting involving a conformational switch in a REC2 domain insertion. Our structures provide insights into the intricately folded guide RNA which acts as a structural scaffold to anchor small, flexible protein domains for DNA recognition. The sgRNA can be truncated by up to ~25% yet still retain activity in vivo. Using ancestral sequence reconstruction, we generated compact nucleases capable of efficient genome editing in mammalian cells. Collectively, our results provide mechanistic insights into the evolution and DNA targeting of diverse type II CRISPR-Cas systems, providing a blueprint for future re-engineering of minimal RNA-guided DNA endonucleases.",N/A
39774003,High frequency CCR5 editing in human hematopoietic stem progenitor cells protects xenograft mice from HIV infection.,Nature communications,2025,"Daniel T Claiborne, Zachary Detwiler, Steffen S Docken, Todd D Borland, Deborah Cromer, Amanda Simkhovich, Youdiil Ophinni, Ken Okawa, Timothy Bateson, Tao Chen, Wesley Hudson, Radiana Trifonova, Miles P Davenport, Tony W Ho, Christian L Boutwell, Todd M Allen","The only cure of HIV has been achieved in a small number of people who received a hematopoietic stem cell transplant (HSCT) comprising allogeneic cells carrying a rare, naturally occurring, homozygous deletion in the CCR5 gene. The rarity of the mutation and the significant morbidity and mortality of such allogeneic transplants precludes widespread adoption of this HIV cure. Here, we show the application of CRISPR/Cas9 to achieve >90% CCR5 editing in human, mobilized hematopoietic stem progenitor cells (HSPC), resulting in a transplant that undergoes normal hematopoiesis, produces CCR5 null T cells, and renders xenograft mice refractory to HIV infection. Titration studies transplanting decreasing frequencies of CCR5 edited HSPCs demonstrate that <90% CCR5 editing confers decreasing protective benefit that becomes negligible between 54% and 26%. Our study demonstrates the feasibility of using CRISPR/Cas9/RNP to produce an HSPC transplant with high frequency CCR5 editing that is refractory to HIV replication. These results raise the potential of using CRISPR/Cas9 to produce a curative autologous HSCT and bring us closer to the development of a cure for HIV infection.",N/A
39773996,"A chromosome-level genome assembly of wild silkmoth, Bombyx mandarina.",Scientific data,2025,"Jung Lee, Takashi Kiuchi, Katsushi Yamaguchi, Shuji Shigenobu, Atsushi Toyoda, Toru Shimada","The wild silk moth, Bombyx mandarina, is the closest relative of the domesticated silk moth, Bombyx mori. National BioResource Project of Japan (NBRP) maintains a B. mandarina strain derived from individuals captured at Sakado (Saitama, Japan) in 1982. Now, NBRP has developed chromosome replacement strains of B. mori. In each strain, one autosome of B. mori was replaced with the corresponding chromosome of B. mandarina. To facilitate the use of chromosome replacement strains and B. mandarina itself, we constructed a chromosome-level genome assembly of B. mandarina. Furthermore, we performed functional annotations of the genome assembly, i.e., transcriptome-based gene prediction, Assay for Transposase-Accessible Chromatin (ATAC)-seq, and PIWI-interacting RNA (piRNA)-targeted small RNA-seq. The assembly harbors 14,859 protein-coding genes and 628 piRNA clusters across three tissues: ovaries, testis, and embryos. ATAC-seq data comprehensively detected open chromosome regions, which will benefit when CRISPR/Cas9-mediated genome editing is conducted.",N/A
39773984,Endothelial-secreted Endocan activates PDGFRA and regulates vascularity and spatial phenotype in glioblastoma.,Nature communications,2025,"Soniya Bastola, Marat S Pavlyukov, Neel Sharma, Yasmin Ghochani, Mayu A Nakano, Sree Deepthi Muthukrishnan, Sang Yul Yu, Min Soo Kim, Alireza Sohrabi, Natalia P Biscola, Daisuke Yamashita, Ksenia S Anufrieva, Tatyana F Kovalenko, Grace Jung, Tomas Ganz, Beatrice O'Brien, Riki Kawaguchi, Yue Qin, Stephanie K Seidlits, Alma L Burlingame, Juan A Oses-Prieto, Leif A Havton, Steven A Goldman, Anita B Hjelmeland, Ichiro Nakano, Harley I Kornblum","Extensive neovascularization is a hallmark of glioblastoma (GBM). In addition to supplying oxygen and nutrients, vascular endothelial cells provide trophic support to GBM cells via paracrine signaling. Here we report that Endocan (ESM1), an endothelial-secreted proteoglycan, confers enhanced proliferative, migratory, and angiogenic properties to GBM cells and regulates their spatial identity. Mechanistically, Endocan exerts at least part of its functions via direct binding and activation of the PDGFRA receptor. Subsequent downstream signaling enhances chromatin accessibility of the Myc promoter and upregulates Myc expression inducing stable phenotypic changes in GBM cells. Furthermore, Endocan confers radioprotection on GBM cells in vitro and in vivo. Inhibition of Endocan-PDGFRA signaling with ponatinib increases survival in the Esm1 wild-type but not in the Esm1 knock-out mouse GBM model. Our findings identify Endocan and its downstream signaling axis as a potential target to subdue GBM recurrence and highlight the importance of vascular-tumor interactions for GBM development.",N/A
39773880,High-throughput tracking enables systematic phenotyping and drug repurposing in,eLife,2025,"Thomas J O'Brien, Ida L Barlow, Luigi Feriani, André E X Brown","There are thousands of Mendelian diseases with more being discovered weekly and the majority have no approved treatments. To address this need, we require scalable approaches that are relatively inexpensive compared to traditional drug development. In the absence of a validated drug target, phenotypic screening in model organisms provides a route for identifying candidate treatments. Success requires a screenable phenotype. However, the right phenotype and assay may not be obvious for pleiotropic neuromuscular disorders. Here, we show that high-throughput imaging and quantitative phenotyping can be conducted systematically on a panel of ","C. elegans, Drug repurposing, computational ethology, disease models, genetics, genomics"
39773393,CRISPR/Cas Systems as Diagnostic and Potential Therapeutic Tools for Enterohemorrhagic,Archivum immunologiae et therapiae experimentalis,2025,"Agnieszka Bogut, Anna Kołodziejek, Scott A Minnich, Carolyn J Hovde","Following its discovery as an adaptive immune system in prokaryotes, the clustered regularly interspaced short palindromic repeats (CRISPR)/CRISPR-associated proteins (Cas) system has been developed into a multifaceted genome editing tool. This review compiles findings aimed at implementation of this technology for selective elimination or attenuation of enterohemorrhagic ","CRISPR/Cas, Cas12, Cas9, EHEC, O157:H7, Probiotics"
39773050,The Role of Glial Cells in Autism Spectrum Disorder: Molecular Mechanisms and Therapeutic Approaches.,CNS & neurological disorders drug targets,2025,"Aparna Inamdar, Bannimath Gurupadayya, Himanshu Sharma","Autism Spectrum Disorder (ASD) is a neurodevelopmental condition characterized by social communication deficits and repetitive behaviors. Emerging evidence highlights the significant role of glial cells, particularly astrocytes and microglia, in the pathophysiology of ASD. Glial cells are crucial for maintaining homeostasis, modulating synaptic function, and responding to neural injury. Dysregulation of glial cell functions, including altered cytokine production, impaired synaptic pruning, and disrupted neuroinflammatory responses, has been implicated in ASD. Molecular mechanisms underlying these disruptions involve aberrant signaling pathways, such as the mTOR pathway, and epigenetic modifications, leading to altered gene expression profiles in glial cells. Moreover, microglial activation and reactive astrocytosis contribute to an inflammatory environment that exacerbates neural circuit abnormalities. Understanding these molecular mechanisms opens avenues for therapeutic interventions. Current therapeutic approaches targeting glial cell dysfunction include anti-inflammatory agents, modulators of synaptic function, and cell-based therapies. Minocycline and ibudilast have shown potential for modulating microglial activity and reducing neuroinflammation. Additionally, advancements in gene editing and stem cell therapy hold promise for restoring normal glial function. This abstract underscores the importance of glial cells in ASD. It highlights the need for further research to elucidate the complex interactions between glial dysfunction and ASD pathogenesis, aiming to develop targeted therapies that can ameliorate the clinical manifestations of ASD.","Autism, biomarkers., glial cells, myelination, neuroinflammation, therapeutics"
39772213,"Sxt1, Isolated from a Therapeutic Phage Cocktail, Is a Broader Host Range Relative of the Phage T3.",Viruses,2024,"Polina Iarema, Oksana Kotovskaya, Mikhail Skutel, Alena Drobiazko, Andrei Moiseenko, Olga Sokolova, Alina Samitova, Dmitriy Korostin, Konstantin Severinov, Artem Isaev",Using,"Sextaphage, bacteriophage T3, bacteriophage T7, ejectosome, lateral tail fibers, phage therapy"
39771568,"Editorial on Special Issue ""State-of-Art in mRNA Therapeutics and Gene Delivery"".",Pharmaceutics,2024,Liliana S Mendonça,RNA therapeutics are a class of medicines based on the insertion of a specific genetic message (mRNA) into the cells and the silencing or gene editing of a specific mRNA [...].,N/A
39771236,,"Plants (Basel, Switzerland)",2024,"Sha-Sha Jia, Xin-Yu Ren, Man-Ni Tong, Si-Yao Jiang, Chang-Quan Zhang, Qiao-Quan Liu, Qian-Feng Li","The Aux/IAA family proteins, key components of the auxin signaling pathway, are plant-specific transcription factors with important roles in regulating a wide range of plant growth and developmental events. The ","Aux/IAA gene, OsIAA19, auxin, chalkiness, grain shape, rice, seed germination"
39770347,CRISPR/Cas9 Eye Drop HSV-1 Treatment Reduces Brain Viral Load: A Novel Application to Prevent Neuronal Damage.,"Pathogens (Basel, Switzerland)",2024,"Rafaela Moraes Pereira de Sousa, Luiza Silveira Garcia, Felipe Simões Lemos, Viviane Souza de Campos, Erik Machado Ferreira, Nathália Alves Araujo de Almeida, Tatiana Maron-Gutierrez, Elen Mello de Souza, Vanessa Salete de Paula","Herpes simplex virus-1 (HSV-1) can invade the central nervous system (CNS). However, antiviral drugs used to treat HSV-1 have significant toxicity and resistance. An alternative approach involves the use of the CRISPR/Cas9 complex as a viral replication inhibitor. Editing the ","CRISPR/Cas9, gene therapy, herpes simplex virus type 1, neuronal damage, viral infection"
39769982,Gibberellin-Induced Transcription Factor,"Molecules (Basel, Switzerland)",2024,"Cuicui Han, Xingwen Dong, Xiaowen Xing, Yun Wang, Xiaobing Feng, Wenjuan Sang, Yifei Feng, Luyao Yu, Mengxuan Chen, Hongyuan Hao, Taohong Huang, Bailin Li, Wenhui Wu, Zheng Zhou, Ying He",,"SmERF115, SmMYB71, biosynthesis, gibberellins, salvianolic acid"
39769503,Optimizing Yeast Homologous Recombination for Splicing Large Coronavirus Genome Fragments.,International journal of molecular sciences,2024,"Guoqing Xiong, Xuan Huang, Ao Hu, Zhixin Meng, Jiazhen Cui, Yuzhong Feng, Zhili Chen, Yuanyuan Lu, Qi Yang, Gang Liu","Reverse genetics is a useful tool for studying viruses and developing vaccines for coronaviruses. However, constructing and manipulating the coronavirus genome in ","DNA assembly, automated splicing, reverse genetics, synthetic biology, yeast homologous recombination"
39769499,,International journal of molecular sciences,2024,"Fumitoshi Ishino, Johbu Itoh, Ayumi Matsuzawa, Masahito Irie, Toru Suzuki, Yuichi Hiraoka, Masanobu Yoshikawa, Tomoko Kaneko-Ishino",Retrotransposon Gag-like 4 (,"Rtl4-Venus knock-in mouse, Rtl4/Sirh11, autism spectrum disorder (ASD), eutherian brain evolution, exaptation, microglia, noradrenaline (NA), postanal brain, retrovirus-derived genes"
39769470,Untargeted Mutation Triggered by Ribonucleoside Embedded in DNA.,International journal of molecular sciences,2024,"Tetsuya Suzuki, Kiyoharu Yasui, Yasuo Komatsu, Hiroyuki Kamiya",DNA polymerases frequently misincorporate ribonucleoside 5'-triphosphates into nascent DNA strands. This study examined the effects of an incorporated ribonucleoside on untargeted mutations in human cells. Riboguanosine (rG) was introduced into the downstream region of the,"APOBEC3, action-at-a-distance mutation, ribonucleoside"
39769409,Functional and Molecular Characterization of Plant Nitrate Transporters Belonging to NPF (NRT1/PTR) 6 Subfamily.,International journal of molecular sciences,2024,"Olga I Nedelyaeva, Dmitry E Khramov, Yurii V Balnokin, Vadim S Volkov","Plant nitrate transporters in the NPF (NRT1) family are characterized by multifunctionality and their involvement in a number of physiological processes. The proteins in this family have been identified in many monocotyledonous and dicotyledonous species: a bioinformatic analysis predicts from 20 to 139 members in the plant genomes sequenced so far, including mosses. Plant NPFs are phylogenetically related to proton-coupled oligopeptide transporters, which are evolutionally conserved in all kingdoms of life apart from Archaea. The phylogenetic analysis of the plant NPF family is based on the amino acid sequences present in databases; an analysis identified a separate NPF6 clade (subfamily) with the first plant nitrate transporters studied at the molecular level. The available information proves that proteins of the NPF6 clade play key roles not only in the supply of nitrate and its allocation within different parts of plants but also in the transport of chloride, amino acids, ammonium, and plant hormones such as auxins and ABA. Moreover, members of the NPF6 family participate in the perception of nitrate and ammonium, signaling, plant responses to different abiotic stresses, and the development of tolerance to these stresses and contribute to the structure of the root-soil microbiome composition. The available information allows us to conclude that ","NPF6 subfamily, halophyte, nitrate, proton-coupled oligopeptide transporters, salinity, transporter"
39769382,Efficient mRNA Delivery In Vitro and In Vivo Using a Polycharged Biodegradable Nanomaterial.,International journal of molecular sciences,2024,"Xuejin Yang, Jingya Xiao, Daryl Staveness, Xiaoyu Zang","As RNA rises as one of the most significant modalities for clinical applications and life science research, efficient tools for delivering and integrating RNA molecules into biological systems become essential. Herein, we report a formulation using a polycharged biodegradable nano-carrier, N1-501, which demonstrates superior efficiency and versatility in mRNA encapsulation and delivery in both cell and animal models. N1-501 is a polymeric material designed to function through a facile one-step formulation process suitable for various research settings. Its capability for mRNA transfection is investigated across a wide range of mRNA doses and in different biological models, including 18 tested cell lines and mouse models. This study also comprehensively analyzes N1-501's application for mRNA transfection by examining factors such as buffer composition and pH, incubation condition, and media type. Additionally, N1-501's superior in vivo mRNA transfection capability ensures its potential as an efficient and consistent tool for advancing mRNA-based therapies and genetic research.","RNA research, RNA therapeutics, RNA translation, gene delivery, gene editing, mRNA transfection, protein translation, targeted delivery"
39769303,Boosting Lipofection Efficiency Through Enhanced Membrane Fusion Mechanisms.,International journal of molecular sciences,2024,"Rais V Pavlov, Sergey A Akimov, Erdem B Dashinimaev, Pavel V Bashkirov","Gene transfection is a fundamental technique in the fields of biological research and therapeutic innovation. Due to their biocompatibility and membrane-mimetic properties, lipid vectors serve as essential tools in transfection. The successful delivery of genetic material into the cytoplasm is contingent upon the fusion of the vector and cellular membranes, which enables hydrophilic polynucleic acids to traverse the hydrophobic barriers of two intervening membranes. This review examines the critical role of membrane fusion in lipofection efficiency, with a particular focus on the molecular mechanisms that govern lipoplex-membrane interactions. This analysis will examine the key challenges inherent to the fusion process, from achieving initial membrane proximity to facilitating final content release through membrane remodeling. In contrast to viral vectors, which utilize specialized fusion proteins, lipid vectors necessitate a strategic formulation and environmental optimization to enhance their fusogenicity. This review discusses recent advances in vector design and fusion-promoting strategies, emphasizing their potential to improve gene delivery yield. It highlights the importance of understanding lipoplex-membrane fusion mechanisms for developing next-generation delivery systems and emphasizes the need for continued fundamental research to advance lipid-mediated transfection technology.","cationic lipids, fusion pore, lipid-based vector, membrane fusion, nanotechnology, transfection"
39769261,KOnezumi-AID: Automation Software for Efficient Multiplex Gene Knockout Using Target-AID.,International journal of molecular sciences,2024,"Taito Taki, Kento Morimoto, Seiya Mizuno, Akihiro Kuno","With the groundbreaking advancements in genome editing technologies, particularly CRISPR-Cas9, creating knockout mutants has become highly efficient. However, the CRISPR-Cas9 system introduces DNA double-strand breaks, increasing the risk of chromosomal rearrangements and posing a major obstacle to simultaneous multiple gene knockout. Base-editing systems, such as Target-AID, are safe alternatives for precise base modifications without requiring DNA double-strand breaks, serving as promising solutions for existing challenges. Nevertheless, the absence of adequate tools to support Target-AID-based gene knockout highlights the need for a comprehensive system to design guide RNAs (gRNAs) for the simultaneous knockout of multiple genes. Here, we aimed to develop KOnezumi-AID, a command-line tool for gRNA design for Target-AID-mediated genome editing. KOnezumi-AID facilitates gene knockout by inducing the premature termination codons or promoting exon skipping, thereby generating experiment-ready gRNA designs for mouse and human genomes. Additionally, KOnezumi-AID exhibits batch processing capacity, enabling rapid and precise gRNA design for large-scale genome editing, including CRISPR screening. In summary, KOnezumi-AID is an efficient and user-friendly tool for gRNA design, streamlining genome editing workflows and advancing gene knockout research.","CRISPR, Target-AID, base editing, bioinformatics, gene knockout, genome editing, multiple base editing, multiple gene knockout, software"
39769084,"Expanding Horizons of CRISPR/Cas Technology: Clinical Advancements, Therapeutic Applications, and Challenges in Gene Therapy.",International journal of molecular sciences,2024,"Ahmad Bairqdar, Polina E Karitskaya, Grigory A Stepanov","CRISPR-Cas technology has transformed the field of gene editing, opening new possibilities for treatment of various genetic disorders. Recent years have seen a surge in clinical trials using CRISPR-Cas-based therapies. This review examines the current landscape of CRISPR-Cas implementation in clinical trials, with data from key registries, including the Australian New Zealand Clinical Trials Registry, the Chinese Clinical Trial Register, and ClinicalTrials.gov. Emphasis is placed on the mechanism of action of tested therapies, the delivery method, and the most recent findings of each clinical trial.","CRISPR–Cas, gene therapy, genome editing, xenotransplantation"
39769020,Research Progress and Prospects of Molecular Breeding in Bermudagrass (,International journal of molecular sciences,2024,"Xiaoyang Sun, Qiang Fu, Yuxiao Song, Xinjie Deng, Yinruizhi Li, Ke Wu, Shuning Li, Jinmin Fu",Bermudagrass (,"CRISPR/Cas, bermudagrass, genetic manipulation, multi-omics, stress tolerance"
39768347,CRISPR/Cas9 Edition of the,"Life (Basel, Switzerland)",2024,"Irving Jair Lara-Navarro, Luis Felipe Jave-Suárez, Juan Antonio Marchal, Ana Rebeca Jaloma-Cruz","Hemophilia B is a genetic disorder characterized by clotting factor IX deficiency and bleeding in joints and muscles. Current treatments involve intravenous infusion of plasma-derived products or recombinant proteins, which have limited efficacy due to the short half-life of infused proteins. Recently, gene therapy for bleeding disorders has offered a potential solution. This study aimed to develop an in vitro gene therapy model using the CRISPR/Cas9 system to incorporate the ","CRISPR/Cas9 system, gene therapy, hemophilia B, lentiviral vector, mesenchymal stem cells"
39768144,From Bench to Bedside: Translating Cellular Rejuvenation Therapies into Clinical Applications.,Cells,2024,"Timur Saliev, Prim B Singh","Cellular rejuvenation therapies represent a transformative frontier in addressing age-related decline and extending human health span. By targeting fundamental hallmarks of aging-such as genomic instability, epigenetic alterations, mitochondrial dysfunction, and cellular senescence-these therapies aim to restore youthful functionality to cells and tissues, offering new hope for treating degenerative diseases. Recent advancements have showcased a range of strategies, including epigenetic reprogramming, senolytic interventions, mitochondrial restoration, stem cell-based approaches, and gene-editing technologies like CRISPR. Each modality has demonstrated substantial potential in preclinical models and is now being cautiously explored in early-stage clinical trials. However, translating these therapies from the laboratory to clinical practice presents unique challenges: safety concerns, delivery precision, complex regulatory requirements, ethical considerations, and high costs impede widespread adoption. This review examines the current landscape of cellular rejuvenation, highlighting key advancements, potential risks, and the strategies needed to overcome these hurdles.","CRISPR, induced pluripotent stem cells, mesenchymal stem cells, rejuvenation, senolytics"
39768137,iPSC-Derived Biological Pacemaker-From Bench to Bedside.,Cells,2024,"Quan Duy Vo, Kazufumi Nakamura, Yukihiro Saito, Toshihiro Iida, Masashi Yoshida, Naofumi Amioka, Satoshi Akagi, Toru Miyoshi, Shinsuke Yuasa","Induced pluripotent stem cell (iPSC)-derived biological pacemakers have emerged as an alternative to traditional electronic pacemakers for managing cardiac arrhythmias. While effective, electronic pacemakers face challenges such as device failure, lead complications, and surgical risks, particularly in children. iPSC-derived pacemakers offer a promising solution by mimicking the sinoatrial node's natural pacemaking function, providing a more physiological approach to rhythm control. These cells can differentiate into cardiomyocytes capable of autonomous electrical activity, integrating into heart tissue. However, challenges such as achieving cellular maturity, long-term functionality, and immune response remain significant barriers to clinical translation. Future research should focus on refining gene-editing techniques, optimizing differentiation, and developing scalable production processes to enhance the safety and effectiveness of these biological pacemakers. With further advancements, iPSC-derived pacemakers could offer a patient-specific, durable alternative for cardiac rhythm management. This review discusses key advancements in differentiation protocols and preclinical studies, demonstrating their potential in treating dysrhythmias.","HCN channels, induced pluripotent stem cell, sinoatrial node"
39767756,Decoding the Genes Orchestrating Egg and Sperm Fusion Reactions and Their Roles in Fertility.,Biomedicines,2024,"Ranjha Khan, Muhammad Azhar, Muhammad Umair","Mammalian fertilization is a complex and highly regulated process that has garnered significant attention, particularly with advancements in assisted reproductive technologies such as in vitro fertilization (IVF). The fusion of egg and sperm involves a sequence of molecular and cellular events, including capacitation, the acrosome reaction, adhesion, and membrane fusion. Critical genetic factors, such as IZUMO1, JUNO (also known as FOLR4), CD9, and several others, have been identified as essential mediators in sperm-egg recognition and membrane fusion. Additionally, glycoproteins such as ZP3 within the zona pellucida are crucial for sperm binding and triggering the acrosome reaction. Recent gene-editing technologies, such as CRISPR/Cas9 and conditional knockout models, have facilitated the functional annotation of genes such as SPAM1 and ADAM family members, further elucidating their roles in capacitation and adhesion. Furthermore, the integration of CRISPR-Cas9 with omics technologies, including transcriptomics, proteomics, and lipidomics, has unlocked new avenues for identifying previously unknown genetic players and pathways involved in fertilization. For instance, transcriptomics can uncover gene expression profiles during gamete maturation, while proteomics identifies key protein interactions critical for processes such as capacitation and the acrosome reaction. Lipidomics adds another dimension by revealing how membrane composition influences gamete fusion. Together, these tools enable the discovery of novel genes, pathways, and molecular mechanisms involved in fertility, providing insights that were previously unattainable. These approaches not only deepen our molecular understanding of fertility mechanisms but also hold promise for refining diagnostic tools and therapeutic interventions for infertility. This review summarizes the current molecular insights into genes orchestrating fertilization and highlights cutting-edge methodologies that propel the field toward novel discoveries. By integrating these findings, this review aims to provide valuable knowledge for clinicians, researchers, and technologists in the field of reproductive biology and assisted reproductive technologies.","acrosome reaction, capacitation, in vitro fertilization (IVF), sperm–egg fusion"
39766827,The,Genes,2024,"Runhuan Yang, Huiduo Guo, Juan Sun, Tao Gui, Xinyu Li, Heying Qian, Anli Chen",,"30 KPs, Bombyx mori, CRISPR/Cas9, NisBP, ebony"
39766796,Advances in Understanding Drought Stress Responses in Rice: Molecular Mechanisms of ABA Signaling and Breeding Prospects.,Genes,2024,"Yingying Ma, Mingyue Tang, Mingyang Wang, Yanchun Yu, Banpu Ruan","Drought stress is a pivotal environmental factor impacting rice production and presents a significant challenge to sustainable agriculture worldwide. This review synthesizes the latest research advancements in the regulatory mechanisms and signaling pathways that rice employs in response to drought stress. It elaborates on the adaptive changes and molecular regulatory mechanisms that occur in rice under drought conditions. The review highlights the perception and initial transmission of drought signals, key downstream signaling networks such as the MAPK and Ca","abscisic acid (ABA), adaptive mechanisms, drought stress, rice, signaling pathways"
39766611,Characterization of Metallo β-Lactamase Producing,"Antibiotics (Basel, Switzerland)",2024,"Brunella Posteraro, Flavio De Maio, Teresa Spanu, Maria Alejandra Vidal Pereira, Francesca Romana Fasano, Maurizio Sanguinetti",,"Enterobacterales, antimicrobial resistance, metallo-β-lactamase, whole genome sequencing, β-lactam/β-lactamase inhibitor combination"
39766273,Disruption of Sex-Linked,Biomolecules,2024,"Ikuo Miura, Yoshinori Hasegawa, Michihiko Ito, Tariq Ezaz, Mitsuaki Ogata",,"amphibia, female determination, female heterogamety, loss of function"
39766265,Lipid Nanoparticles Enable Efficient In Vivo DNA Knock-In via HITI-Mediated Genome Editing.,Biomolecules,2024,"Jun Hirose, Emi Aizawa, Shogo Yamamoto, Mingyao Xu, Shigenori Iwai, Keiichiro Suzuki","In vivo genome editing holds great therapeutic potential for treating monogenic diseases by enabling precise gene correction or addition. However, improving the efficiency of delivery systems remains a key challenge. In this study, we investigated the use of lipid nanoparticles (LNPs) for in vivo knock-in of ectopic DNA. Our in vitro experiments demonstrated that the homology-independent targeted integration (HITI)-mediated genome-editing method achieved significantly higher knock-in efficiency at the ","genome editing, homology-independent targeted integration (HITI), knock-in, lipid nanoparticle (LNP)"
39766243,Integrative Transcriptomic and Target Metabolite Analysis as a New Tool for Designing Metabolic Engineering in Yeast.,Biomolecules,2024,"Alejandro Lopez-Barbera, Nerea Abasolo, Helena Torrell, Nuria Canela, Salvador Fernández-Arroyo","Precision fermentation processes, especially when using edited microorganisms, demand accuracy in the bioengineering process to maximize the desired outcome and to avoid adverse effects. The selection of target sites to edit using CRISPR/Cas9 can be complex, resulting in non-controlled consequences. Therefore, the use of multi-omics strategies can help in the design, selection and efficiency of genetic editing. In this study, we present a multi-omics approach based on targeted metabolite analysis and transcriptomics for the designing of CRISPR/Cas9 in baker's yeast as a more efficient strategy to select editing regions. Multi-omics shows potential to reveal new metabolic bottlenecks and to elucidate new metabolic fluxes, which could be a key factor in minimizing the metabolic burden in edited microorganisms. In our model, we focus our attention on the isoprenoid synthesis due to their industrial interest. Targeted metabolite detection combined with a transcriptomic analysis revealed hydroxymethylglutaryl-CoA reductases (HMGs) as the best target gene to induce an increase in isoprenoid synthesis. Thus, an extra copy of ","CRISPR/Cas9, Saccharomyces cerevisiae, isoprenoids, metabolic engineering, mevalonate, natural products, synthetic biology, targeted metabolite analysis, transcriptomics"
